0;0.0026;0.0122;0.0068
11;0.0015;0.0223;0.0071
18;0.0015;0.0137;0.0051
27;0.0040;0.0188;0.0077
37;0.0025;0.0108;0.0045
47;0.0026;0.0176;0.0060
58;0.0040;0.0184;0.0083
68;0.0034;0.0111;0.0063
77;0.0030;0.0180;0.0058
87;0.0032;0.0179;0.0061
99;0.0030;0.0209;0.0086
108;0.0021;0.0162;0.0049
118;0.0019;0.0168;0.0068
128;0.0042;0.0195;0.0064
138;0.0016;0.0126;0.0049
148;0.0026;0.0221;0.0058
158;0.0016;0.0123;0.0071
168;0.0015;0.0151;0.0059
179;0.0024;0.0131;0.0061
189;0.0013;0.0157;0.0072
198;0.0014;0.0195;0.0057
208;0.0034;0.0140;0.0078
218;0.0015;0.0171;0.0042
229;0.0031;0.0186;0.0106
239;0.0025;0.0119;0.0053
248;0.0011;0.0143;0.0038
258;0.0012;0.0163;0.0071
262;0.0020;0.0213;0.0055
275;0.0033;0.0094;0.0045
289;0.0027;0.0177;0.0055
298;0.0047;0.0254;0.0108
309;0.0023;0.0152;0.0043
319;0.0021;0.0153;0.0073
329;0.0018;0.0147;0.0042
339;0.0030;0.0208;0.0076
350;0.0027;0.0123;0.0056
359;0.0023;0.0146;0.0068
370;0.0029;0.0190;0.0063
379;0.0035;0.0105;0.0054
389;0.0013;0.0174;0.0068
400;0.0030;0.0161;0.0057
409;0.0020;0.0143;0.0067
419;0.0015;0.0146;0.0066
430;0.0037;0.0168;0.0063
440;0.0020;0.0130;0.0037
450;0.0026;0.0222;0.0078
460;0.0849;0.1051;0.0901
469;0.2759;0.2832;0.2723
480;0.1969;0.1959;0.1850
490;0.1941;0.1930;0.1804
500;0.1932;0.1924;0.1803
510;0.1936;0.1929;0.1800
521;0.1935;0.1924;0.1792
530;0.1931;0.1924;0.1795
540;0.1928;0.1917;0.1792
550;0.1968;0.1960;0.1837
560;0.3941;0.4073;0.3830
571;0.2924;0.2974;0.2827
580;0.0186;0.0258;0.0191
590;0.0027;0.0106;0.0056
601;0.0017;0.0169;0.0059
611;0.0014;0.0091;0.0039
621;0.0020;0.0185;0.0054
631;0.0012;0.0177;0.0056
640;0.0019;0.0168;0.0053
651;0.0036;0.0256;0.0079
661;0.0044;0.0158;0.0069
671;0.0030;0.0111;0.0057
681;0.0020;0.0162;0.0060
691;0.0025;0.0127;0.0081
701;0.0029;0.0097;0.0040
711;0.0018;0.0204;0.0063
721;0.0026;0.0170;0.0065
731;0.0016;0.0210;0.0072
742;0.0031;0.0127;0.0057
751;0.0015;0.0165;0.0061
762;0.0008;0.0159;0.0064
771;0.0032;0.0238;0.0071
782;0.0013;0.0108;0.0050
792;0.0029;0.0142;0.0065
802;0.0021;0.0197;0.0054
811;0.0038;0.0180;0.0060
822;0.0019;0.0131;0.0056
832;0.0017;0.0183;0.0056
842;0.0039;0.0229;0.0065
852;0.0011;0.0144;0.0063
862;0.0020;0.0215;0.0069
872;0.0039;0.0136;0.0054
882;0.0013;0.0213;0.0056
892;0.0013;0.0221;0.0079
902;0.0020;0.0109;0.0049
913;0.0016;0.0208;0.0075
922;0.0034;0.0175;0.0065
932;0.0032;0.0129;0.0068
942;0.0015;0.0175;0.0037
953;0.0022;0.0176;0.0051
963;0.0013;0.0160;0.0073
972;0.0018;0.0224;0.0063
982;0.0018;0.0186;0.0069
