0;0.0114;0.0043;0.0021
10;0.0161;0.0082;0.0015
16;0.0110;0.0030;0.0016
29;0.0148;0.0079;0.0019
36;0.0112;0.0019;0.0033
46;0.0143;0.0046;0.0012
56;0.0143;0.0048;0.0040
66;0.0128;0.0037;0.0024
77;0.0111;0.0018;0.0061
86;0.0155;0.0061;0.0066
96;0.0125;0.0030;0.0061
106;0.0104;0.0041;0.0041
117;0.0123;0.0031;0.0046
127;0.0152;0.0069;0.0023
137;0.0095;0.0037;0.0020
146;0.0153;0.0065;0.0018
157;0.0132;0.0088;0.0028
167;0.0121;0.0018;0.0047
177;0.0823;0.0696;0.0696
187;0.2897;0.2808;0.2815
196;0.2147;0.2149;0.2099
207;0.2067;0.2068;0.1988
219;0.2068;0.2065;0.1993
227;0.2058;0.2069;0.1992
237;0.2059;0.2063;0.1990
248;0.2059;0.2063;0.1983
257;0.2055;0.2052;0.1978
267;0.2066;0.2069;0.1995
277;0.3968;0.3844;0.3792
288;0.3412;0.3266;0.3087
298;0.0472;0.0345;0.0275
307;0.0064;0.0037;0.0022
317;0.0089;0.0018;0.0025
328;0.0147;0.0052;0.0058
338;0.0121;0.0025;0.0045
348;0.0138;0.0062;0.0075
358;0.0117;0.0023;0.0045
367;0.0134;0.0047;0.0028
378;0.0123;0.0033;0.0037
389;0.0156;0.0067;0.0023
398;0.0117;0.0045;0.0022
408;0.0148;0.0067;0.0019
418;0.0113;0.0049;0.0020
428;0.0126;0.0077;0.0032
438;0.0135;0.0065;0.0031
448;0.0114;0.0036;0.0033
459;0.0125;0.0028;0.0048
469;0.0111;0.0025;0.0062
479;0.0133;0.0043;0.0019
489;0.0147;0.0048;0.0022
499;0.0135;0.0048;0.0017
509;0.0134;0.0060;0.0050
519;0.0116;0.0027;0.0022
529;0.0138;0.0077;0.0048
538;0.0111;0.0045;0.0031
549;0.0141;0.0057;0.0035
559;0.0107;0.0022;0.0018
569;0.0162;0.0067;0.0031
579;0.0119;0.0048;0.0023
590;0.0123;0.0029;0.0016
599;0.0108;0.0037;0.0011
609;0.0148;0.0078;0.0037
619;0.0127;0.0058;0.0055
630;0.0129;0.0054;0.0052
640;0.0115;0.0010;0.0025
649;0.0132;0.0048;0.0043
659;0.0123;0.0025;0.0055
670;0.0139;0.0041;0.0020
680;0.0146;0.0061;0.0019
690;0.0123;0.0032;0.0033
699;0.0145;0.0048;0.0036
710;0.0117;0.0051;0.0077
722;0.0112;0.0010;0.0032
730;0.0136;0.0064;0.0041
740;0.0106;0.0051;0.0013
753;0.0148;0.0051;0.0028
760;0.0133;0.0054;0.0024
770;0.0134;0.0053;0.0072
780;0.0093;0.0036;0.0038
790;0.0137;0.0057;0.0064
801;0.0148;0.0081;0.0020
810;0.0118;0.0035;0.0014
820;0.0134;0.0055;0.0023
830;0.0139;0.0068;0.0017
841;0.0111;0.0025;0.0014
851;0.0134;0.0081;0.0014
861;0.0136;0.0054;0.0024
870;0.0114;0.0025;0.0072
881;0.0133;0.0023;0.0070
893;0.0104;0.0026;0.0027
901;0.0132;0.0057;0.0036
911;0.0136;0.0087;0.0033
921;0.0147;0.0047;0.0051
931;0.0112;0.0053;0.0040
941;0.0133;0.0020;0.0036
951;0.0144;0.0094;0.0035
961;0.0114;0.0041;0.0056
972;0.0147;0.0079;0.0047
981;0.0127;0.0048;0.0040
991;0.0126;0.0036;0.0030
1001;0.2144;0.2033;0.1978
1012;0.2678;0.2652;0.2652
1022;0.2061;0.2071;0.1996
1032;0.2063;0.2069;0.1998
1044;0.2067;0.2070;0.1992
1052;0.2060;0.2059;0.1986
1062;0.2060;0.2061;0.1989
1072;0.2049;0.2060;0.1984
1082;0.2053;0.2057;0.1984
1091;0.2539;0.2525;0.2452
1102;0.4434;0.4223;0.4145
